mint,arm,entry_ts,ret,label,m5_buys,vol_m5_usd,pages,sig_n,sig_fail_share,slot_max_share,slot_dense_share,iat_cv,parsed_n,swap_n,buy_n,uniq_buyer_ratio,top_buyer_share,size_cv,size_dup_share,median_sol,wallets_checked,fresh_wallet_share,note
3pbVfebddfTz2QNPwAnL4sJH3LEXDzZvtsqTCAChpump,liqctl,1788445344.0,-0.86545,middle,636.0,33539.63,19,12462,0.7736,0.0042,0.9861,0.2541,40,24,13,1.0,0.0769,1.4759,0.1818,0.102,8,0.0,
8aZFRJJFMUMEF3oEUCaNkkTPdNBGYwd38uUCFVa1PmC3,surge,1788445537.0,-0.22350000000000003,middle,729.0,22722.1,10,1434,0.1932,0.0049,0.0718,0.4911,40,40,33,0.9394,0.0606,1.2788,0.5758,0.002119,8,0.0,
9CyShuK8TarX9oHt1wuoRvyxmHbpxTLRDhuZZxVZpump,surge,1788447111.0,-0.86985,middle,344.0,8508.03,2,540,0.4093,0.05,0.5241,1.0936,40,39,30,1.0,0.0333,0.615,0.0667,0.126666,8,0.375,
EJisojxe3Uy21maNX6K3NFpKEb1Pe5E9bR5bdirApump,surge,1788447416.0,-0.02090000000000003,middle,429.0,7501.32,2,1223,0.3393,0.1586,0.5895,1.1605,40,40,24,1.0,0.0417,0.7767,0.0833,0.092638,8,0.375,
dD22xcq79ZvsyQxy29ixdeNgQ2HFhv8PrkKcYE9pump,surge,1788448014.0,-0.005299999999999971,middle,696.0,1705.31,11,1177,0.0136,0.0297,0.3178,0.9303,40,37,27,1.0,0.037,0.3331,0.963,0.002266,8,0.0,
DjqEjTdQYWe667u7HE3v4Evu8xfvx362G1ThrkYy88yh,liqctl,1788448014.0,0.5979000000000001,middle,661.0,56059.71,12,2525,0.478,0.0107,0.701,1.3939,40,40,23,1.0,0.0435,1.3968,0.6087,0.0021,8,0.0,
5bJsG8timj1P35Fuc59M9zTcX2zKyC6QPyEgttUnpump,surge,1788448624.0,0.02825000000000011,middle,4135.0,992.87,40,0,,,,,,,,,,,,,,,window beyond page cap
D8PvKVVbY5dkYQJHferr8VrLELo5Zw6NgK6MGGmkHSy8,surge,1788449038.0,-0.13924999999999998,middle,824.0,310635.43,12,2433,0.462,0.009,0.7012,1.5269,40,40,26,0.9615,0.0769,1.2463,0.5769,0.002953,8,0.0,
2AHiQRHXW9paYDhmErpNgfPnqH1eBMyrAfAdXLSipump,liqctl,1788449869.0,-0.01605000000000001,middle,2143.0,179324.27,40,0,,,,,,,,,,,,,,,window beyond page cap
9BCUuvhvH3ZBbm4Zso2ccYzrmVnTKX5MXPP5Dx1Y2Kog,liqctl,1788449869.0,0.8938999999999999,middle,903.0,68240.33,19,2434,0.373,0.0123,0.719,2.6689,40,40,24,0.9583,0.0833,1.5815,0.6667,0.002103,8,0.0,
9mtcsaAfuojfW3jdCEYXekfgccPZY8RquAqbA45Rpump,wait120,1788450250.0,0.61385,middle,515.0,108445.15,8,1238,0.3271,0.025,0.6785,0.8423,40,37,18,1.0,0.0556,0.8896,0.1111,1.426179,8,0.0,
E5THzwhi3FnERVLyJLskmX8ECT1Z6HMvg2jkYgjtpump,launchctl,1788451152.0,-0.24539999999999995,middle,1121.0,89806.23,21,19826,0.8085,0.0443,0.9863,0.5551,40,23,10,1.0,0.1,1.0081,0.0,0.202088,8,0.0,
5R8bVvKrdotCukqqYb9emndQ9rqMiMfCVRTWWVdipump,liqctl,1788451152.0,-0.12095,middle,425.0,37883.65,22,8077,0.5269,0.0115,0.9635,2.2341,40,7,2,1.0,0.5,,,1.086699,2,0.0,
7TEjnVJBdUtT9wfDFB73a9hukGZf7Fioot9GWjP9ASb3,surge,1788451421.0,-0.014000000000000012,middle,567.0,6614.35,7,726,0.0937,0.0096,0.0372,0.4877,40,40,31,1.0,0.0323,2.9936,0.9032,0.002109,8,0.0,
2k2DikoxThbQzYgKxNdg52EhW4XBqVtspPx5rf5tA9Ku,liqctl,1788451421.0,0.5609,middle,1201.0,207012.51,31,3196,0.4531,0.0119,0.9334,1.5443,40,40,20,0.9,0.1,1.6889,0.45,0.023781,8,0.0,
679fne1mfgLnxuUbtDpdxcqjXjdkt8qNwWHpTDBLpump,liqctl,1788451421.0,-0.04915000000000003,middle,1800.0,164129.51,13,7706,0.3822,0.0074,0.9153,0.33,40,30,19,1.0,0.0526,0.766,0.0,0.531478,8,0.0,
8bx9zrkguXuBBp1jNRCP9dpzvcZsaEyJ3wEPwhfydAZu,surge,1788453017.0,0.13054999999999994,middle,588.0,2915.91,12,644,0.0248,0.0062,0.0186,0.395,40,40,36,1.0,0.0278,4.5237,0.9722,0.002105,8,0.0,
hRhVQ5onHb28vABSfqSfs8Ws8D9ub9LQRveqZHMpump,surge,1788453605.0,0.03204999999999991,middle,599.0,1755.26,35,1631,0.0,0.0166,0.607,1.8536,40,40,20,1.0,0.05,0.0112,1.0,0.002223,8,0.0,
FrTtEgTCeKgi2jLiZLDb2rbyW6LBhFRTWNgYhM24UmuM,liqctl,1788453834.0,0.2055499999999999,middle,444.0,193195.46,8,1488,0.3105,0.0067,0.3501,0.965,40,40,16,0.9375,0.125,0.7681,0.125,0.522001,8,0.0,
CF1aisKy9FEv6yBWgqTfetTrtyQUKHBQhKixEgXVpump,surge,1788454644.0,-0.57525,middle,3214.0,33141.23,27,4483,0.0027,0.0085,0.9563,0.3859,40,40,36,1.0,0.0278,4.0763,0.9167,0.00024,8,0.0,
AtuteQZ9G8k9auF5mmL3T9KFm2vLp1ReRSbXPtB6wsup,surge,1788454779.0,0.019949999999999912,middle,526.0,19249.11,16,720,0.2236,0.0181,0.1167,0.9997,40,40,34,1.0,0.0294,1.6302,0.6176,0.002116,8,0.0,
GeKhkmjkjXqX8mjaJ18YX6q3wej8ub5QW8JX348pump,liqctl,1788454779.0,-0.37405,middle,479.0,22525.95,17,2590,0.4799,0.0344,0.7656,0.7598,40,28,17,1.0,0.0588,1.2912,0.4706,0.0605,8,0.125,
2kvQpbNcdToU8hhA7b47RDw8ivc79Kb43WUYgd3npump,surge,1788455172.0,0.04469999999999996,middle,1404.0,62961.33,40,0,,,,,,,,,,,,,,,window beyond page cap
7W9w3jJeEx8NXke7Q5iFFeZrZg6TjFn5ZMvG66RBC7WJ,liqctl,1788455172.0,0.2753000000000001,middle,1059.0,172650.34,12,1501,0.3784,0.0133,0.7522,1.3276,40,40,28,0.9286,0.0714,1.4379,0.5,0.002507,8,0.0,
H5XJj8TkkF6wADJXw4PeG8aFp4no1dB6dYoG2EwUpump,wait120,1788455570.0,-0.02080000000000004,middle,1413.0,108152.59,32,30762,0.6975,0.0083,0.9899,0.4152,40,22,11,1.0,0.0909,1.7273,0.5455,0.101882,8,0.0,
Ewm9gmUbxWGC5azjSNSDinCW7ZjG573nBfnfyuy7pump,liqctl,1788455570.0,-0.7966,middle,928.0,47829.67,30,17172,0.4971,0.0077,0.979,0.4214,40,6,4,1.0,0.25,1.6307,0.0,0.008034,4,0.0,
3R81h7xkvEfyY74YAiqUCBM8KVRVYJxnQjBcGVyGUWkZ,liqctl,1788457200.0,-0.44725000000000004,middle,1244.0,82784.47,40,0,,,,,,,,,,,,,,,window beyond page cap
3CdEUXohxcnSh2w5JzqVbMtFFj1uWo8hiBkmCXHHV4AA,liqctl,1788458066.0,-0.52105,middle,440.0,105077.42,40,0,,,,,,,,,,,,,,,window beyond page cap
4AG3MYbD36RLvfHSMSkrFZ5Q2JyfTYnMsBF63Moopump,liqctl,1788458066.0,-0.23785,middle,973.0,123100.23,37,16536,0.4106,0.0067,0.9946,0.177,40,6,4,1.0,0.25,0.9885,0.0,0.566097,4,0.0,
6a6cFF36wkKsApqZ4kqepfev2ve5eSNRGMPaaX4wpump,surge,1788459039.0,0.5287,middle,1043.0,110087.28,21,1329,0.0271,0.0053,0.1099,0.4266,40,40,36,0.9722,0.0556,1.0258,0.1111,0.555261,8,0.75,
9Lx46r3NUv5Pyy2hvR6Vgcd9E6KJzQfVpRb9uEm16Zcc,liqctl,1788459304.0,0.51955,middle,544.0,131039.63,16,3499,0.4456,0.0089,0.9366,2.0676,40,40,31,0.9677,0.0645,1.5378,0.5484,0.002524,8,0.0,
7qd5E8VgEEkz1os86pTSXuiCjznXRFAXRzGKH8VSLS7,launchctl,1788460763.0,-0.33135000000000003,middle,902.0,12952.27,7,730,0.2603,0.0288,0.437,1.4013,40,39,34,1.0,0.0294,2.9702,0.8824,0.00238,8,0.0,
FK7VDj8kN7HrAjUAwbtoFPzEbjnSBLLPUcVD3ZX5pump,surge,1788460763.0,-0.23134999999999994,middle,1377.0,124822.47,27,1071,0.0887,0.0121,0.3847,0.9873,40,38,30,1.0,0.0333,1.2,0.2,0.054772,8,0.5,
2Q3jDcaYDD9FKUCmE84oLruSZuchp3sErFJyfJwPcKVd,liqctl,1788462160.0,0.48629999999999995,middle,974.0,154286.75,11,1690,0.3751,0.013,0.6639,1.538,40,40,29,0.931,0.069,1.9697,0.5517,0.002559,8,0.0,
HftSdVjmfs137EBSvaBQT14GcFfbUshqdUfk67fABbhh,surge,1788462550.0,0.6307499999999999,middle,405.0,13240.67,17,455,0.0791,0.0088,0.0176,1.2507,40,40,36,1.0,0.0278,5.4737,0.8056,0.002102,8,0.0,
DqHKom9vHM2sEU9thNzeHtvfjzsZJPDgkq3Xwuhtpump,surge,1788462966.0,-0.016100000000000003,middle,535.0,20384.06,40,0,,,,,,,,,,,,,,,window beyond page cap
228tbyCzYJAmD6dNichr5GAPfPw9JNKsLux2n4h8V5U5,liqctl,1788462966.0,-0.6341,middle,2533.0,247796.11,40,0,,,,,,,,,,,,,,,window beyond page cap
HMc3p84ZeEYRvDWHc7PdBRVyRDmMerXEu4TqkC4Fpump,wait120,1788463865.0,-0.137,middle,445.0,36685.05,10,9009,0.8822,0.0411,0.9769,0.8798,40,32,19,1.0,0.0526,1.8232,0.0,0.052084,8,0.0,
CvHxSn5VnjAckNZdddM1cMe9Yj3qNDdtpPLsPjoE8Tub,surge,1788464201.0,0.026250000000000107,middle,782.0,164736.1,12,1542,0.4351,0.0162,0.8398,2.0397,40,40,30,0.9667,0.0667,1.3541,0.5667,0.002114,8,0.0,
VMDZQanycVbqQVBHSEVr17825BUL4zMPECyJfTmpump,surge,1788464201.0,-0.0023999999999999577,middle,578.0,125619.93,7,564,0.0603,0.023,0.2465,0.9209,40,38,35,1.0,0.0286,2.9258,0.9706,0.003074,8,0.0,
2iYZbVPgTnQPMGtzHVS7tw2AkoXv8FrxQoAaUie6Xxkx,wait120,1788465077.0,-0.16000000000000003,middle,524.0,34755.87,17,7786,0.4628,0.0085,0.9405,1.5605,40,10,6,1.0,0.1667,1.4553,0.0,0.054552,6,0.0,
gagcXWV7WduHPjRksdQXkP6KErgwotsY1xyQPqopump,wait120,1788465275.0,-0.03005000000000002,middle,336.0,8904.61,1,703,0.1878,0.0896,0.7354,6.3302,40,38,24,1.0,0.0417,0.8918,0.1667,0.051155,8,0.25,
3TrsJhHqPzwo5RWTzHpUGGgCvYzvdEEkUVa93PCVpump,surge,1788465275.0,0.6327499999999999,middle,1488.0,136930.7,30,1683,0.0689,0.0137,0.4337,1.1259,40,39,32,1.0,0.0312,1.4072,0.1875,0.054501,8,0.5,
2BGBXtKhd3Yzm3asL52BdkLDnh12SbbaZfNqevhrdhP3,liqctl,1788465275.0,-0.025599999999999956,middle,1201.0,45762.48,7,2467,0.1224,0.0134,0.6133,0.6991,40,39,21,0.9524,0.0952,3.0921,0.0952,0.070265,8,0.0,
GtPuLjZUvEyrTXZzNAUQWBNVcgf3YNCgJDKZ7kippump,liqctl,1788466367.0,-0.67555,middle,6659.0,1160235.15,40,0,,,,,,,,,,,,,,,window beyond page cap
917vmMXeo1Cim7W92Cd8MPF7j3624xYmh9xksnc1pump,surge,1788466962.0,0.020000000000000018,middle,2835.0,2853.31,31,2127,0.0038,0.0141,0.8923,0.8883,40,4,2,1.0,0.5,0.8132,0.0,0.266399,2,0.5,
FCtBQkhEotgvzHXABha2sdmgkv7C2YLkvmyMQK2Ypump,liqctl,1788466962.0,0.06194999999999995,middle,384.0,28994.38,27,50,0.64,0.1,0.66,1.8076,18,17,7,0.7143,0.2857,0.8851,0.2857,0.3071,5,0.0,
3QhQRBRwQRkpWyXQhaqbqxrMcFWHdnWtoKnKaTtHpump,wait120,1788468745.0,-0.7766,middle,516.0,92974.19,2,1504,0.2061,0.0173,0.8238,0.6106,40,40,20,1.0,0.05,0.9971,0.1,0.417982,8,0.0,
9Arnb9hNS7T8MRDLv9Lbg6ttENHAhzfyqDFxB18Fpump,surge,1788468745.0,0.0565500000000001,middle,354.0,4588.07,6,514,0.07,0.0272,0.1304,0.5371,40,38,27,0.7778,0.1111,3.4813,0.5185,0.012075,8,0.0,
GaSsQFGPEVj5FxU5VsPjusJPaad4PDkMaiwLWAoVpump,launchctl,1788469326.0,-0.16820000000000002,middle,480.0,27026.24,11,10401,0.909,0.0151,0.9941,0.8537,40,37,21,0.9524,0.0952,1.6605,0.2857,0.06028,8,0.0,
DnsHc6Sss768nYEf5FbJFoTTWFYSuwFLvw64ZqigDfHm,surge,1788469667.0,-0.8231999999999999,middle,392.0,4686.81,1,628,0.1927,0.0175,0.1131,1.4422,40,40,25,1.0,0.04,1.3557,0.6,0.002286,8,0.0,
6Psyw62PeV3HmtPXKBoK7k1q4aEsMucLTfE9QG9gpump,liqctl,1788469667.0,0.4596499999999999,middle,344.0,34368.67,4,711,0.1842,0.0183,0.3024,0.9401,40,28,13,0.8462,0.1538,1.8336,0.0,0.094968,8,0.0,
J3qm7RXmdTvLP1VFa9sg6QXGmRxkbinyZKUBirBnpump,liqctl,1788470649.0,-0.6386499999999999,middle,600.0,41665.41,40,37813,0.7636,0.008,0.9999,0.1564,40,13,9,1.0,0.1111,0.9214,0.2222,0.130912,8,0.0,
3Syvgx9gYcG4buznB4zSRAmpwdq32bbEmhKYd9Kvpump,surge,1788472042.0,0.4835499999999999,middle,1786.0,115183.43,35,2509,0.0219,0.0052,0.383,0.2494,40,40,33,1.0,0.0303,1.3108,0.0606,0.078876,8,0.625,
AK53BkSHcBMUmCzw6AVpmrjhFCuPfwbesmNahxSXpump,liqctl,1788472829.0,0.5321,middle,420.0,29718.15,29,947,0.0444,0.0095,0.1119,0.9794,40,40,21,1.0,0.0476,1.6522,0.0952,0.052183,8,0.5,
Ft8kDjjSM9ngTUPKTnFKFCvf8WdKJg7fsEnb1KZkxBD8,liqctl,1788474443.0,0.14349999999999996,middle,632.0,128334.93,25,2711,0.3821,0.0089,0.6525,1.3045,40,40,27,0.9259,0.0741,1.3012,0.4815,0.216033,8,0.0,
ks7jsNEfMQy4qFSQt6n1ssr5cHZKLzRDNERo3vUpump,surge,1788475135.0,0.031199999999999894,middle,468.0,903.68,15,2579,0.0,0.0132,0.8484,0.6651,40,40,13,1.0,0.0769,1.5838,0.7692,0.00219,8,0.0,
2oT4BWajinCW87u4JZZdZabNcMMfjkVsefA8xXUwpump,surge,1788475319.0,0.07054999999999989,middle,971.0,4527.86,10,1510,0.0,0.0046,0.4397,0.4495,40,40,30,0.7667,0.0667,1.3978,0.7,0.005801,8,0.0,
3vc6V269fYgzMMmHqNHS4jxt5w5RXJsnjKyLTbu3pump,wait120,1788476950.0,-0.009549999999999947,middle,337.0,30302.87,15,13918,0.7242,0.0052,0.9777,0.3522,40,17,9,1.0,0.1111,1.2963,0.0,0.103072,8,0.0,
Fm4a284h7aTfcoCsfKXPHQsvdEqSoBj5YRQx3FW1uuJp,liqctl,1788476950.0,0.3063,middle,343.0,49526.34,5,969,0.1847,0.0093,0.2208,1.1089,40,40,23,0.7826,0.1304,0.3996,0.0,0.768009,8,0.0,
Fdb11HCogPZHNgrY9jLVs6j6tLRoT2NqPTyfk4ViVSbV,wait120,1788477486.0,-0.8269,middle,326.0,3834.44,1,627,0.1802,0.0112,0.1866,1.7103,40,40,28,1.0,0.0357,1.584,0.6071,0.002287,8,0.125,
7P9BbPLLgtdCTQHBKrhRfFScnNi7BZAfihmLfQUBpump,liqctl,1788477736.0,-0.53225,middle,1814.0,157948.5,40,19671,0.588,0.0078,0.9954,0.1592,40,7,2,1.0,0.5,0.996,0.0,0.249488,2,0.0,
BSsG1tU6j7UA9qQrDyutvgt1WX5BhJ11qofGhKiUpezX,surge,1788478355.0,0.74725,middle,478.0,8436.05,5,376,0.008,0.0106,0.0213,0.6094,40,40,28,1.0,0.0357,1.8329,0.6786,0.002105,8,0.0,
B4Vwx8GuoR2NQfK6XhjTo83QUgDFXzU2dAAZvCrNh3F9,liqctl,1788479438.0,-0.027800000000000047,middle,574.0,50673.05,6,1263,0.2225,0.0135,0.559,0.6151,40,39,22,1.0,0.0455,1.9048,0.0909,0.101922,8,0.0,
9F5AyxHH2QgTzcZxACV6KQDeJBWGiqLuCJMQSosopump,launchctl,1788480331.0,-0.023950000000000027,middle,464.0,52966.93,4,918,0.3083,0.0251,0.3911,0.6699,40,36,17,0.9412,0.1176,2.5794,0.0,0.307108,8,0.0,
BrsxuJwoFeGCvgo3JT9g7JZ3iFhf3ttL9xE16R7Xpump,surge,1788480635.0,0.04564999999999997,middle,1458.0,315.58,33,3848,0.0,0.0159,0.9033,0.6474,40,40,17,1.0,0.0588,0.2159,0.8824,0.002092,8,0.0,
Erx8qokrbuG7wUJCtibn9waSv3rt33LM6Y67cHyAa6w6,surge,1788481343.0,0.5661499999999999,middle,685.0,21694.1,10,690,0.2406,0.0116,0.0536,1.6591,40,40,32,0.9688,0.0625,1.586,0.6562,0.001924,8,0.0,
5ZXmMdL6qjG9tzAXr3D9zarnvv5xJ5eKjPVAqXmgNWWy,liqctl,1788481861.0,-0.024950000000000028,middle,851.0,65400.97,4,1362,0.2107,0.0191,0.4266,0.4889,40,38,18,0.9444,0.1111,1.191,0.2222,0.090255,8,0.0,
5Lyd9gkDfuLhF6gaFMaE3HGaE2R7xyVCA6GoMQPYpump,surge,1788482212.0,-0.03710000000000002,middle,325.0,135.59,1,0,,,,,,,,,,,,,,,no signatures in window
6k2tvF5VtRh3zQm45utCuPNYSVRtNLYPF153UjxYjwuY,surge,1788482212.0,-0.83245,middle,331.0,5307.39,2,498,0.1185,0.0161,0.1867,1.0005,40,39,31,1.0,0.0323,1.2682,0.5161,0.002146,8,0.0,
J28oP2BNmna9rPvxZpVjcXy4WX9VD5uebojMdAfmpump,launchctl,1788482675.0,-0.03554999999999997,middle,357.0,33483.49,4,3030,0.798,0.031,0.8723,0.5599,40,35,21,1.0,0.0476,1.3215,0.0952,0.101907,8,0.0,
BFR7Ku415GzFyVKSFsvN84ifsfs7dXywLSgySbY6pump,surge,1788482675.0,0.06810000000000005,middle,1080.0,33056.51,31,2089,0.0742,0.0072,0.2341,0.3633,40,40,28,1.0,0.0357,1.6872,0.25,0.048717,8,0.875,
EKrtLwQ3tVQ41GVXwwuwenH2hB9WGNd9aY4jhCFwgHet,surgeliq,1788482675.0,0.0020999999999999908,middle,870.0,18549.19,8,1074,0.1601,0.0084,0.135,1.1881,40,40,34,1.0,0.0294,1.627,0.6176,0.001931,8,0.0,
HCCCSLuuD6Gjb6uBKMdquBbUYgP91utyiZDPCg18aDwQ,surge,1788483008.0,0.007649999999999935,middle,391.0,5341.54,6,443,0.0903,0.0135,0.0248,4.316,40,39,31,1.0,0.0323,2.9968,0.871,0.001913,8,0.125,
niGbRpa2SDMsXU27Swc3WyACZfZAfELzbBBWd1mLKf4,surge,1788483512.0,0.3716999999999999,middle,605.0,53327.26,7,910,0.344,0.0132,0.3495,1.6775,40,40,37,0.973,0.0541,1.7931,0.7027,0.005985,8,0.0,
3GnjurRWFzqSesmX8ySVPgRxbqBxnhMkmudTavL1pump,surge,1788485146.0,-0.6515,middle,343.0,18715.8,9,6405,0.9135,0.0504,0.9692,0.8223,40,33,24,1.0,0.0417,1.9982,0.25,0.094142,8,0.0,
26eGzdysxjeTN5fkTmJWg8q8FX1Fwu1ZAtk6Eg72XFyo,surgeliq,1788485146.0,0.2682500000000001,middle,992.0,144924.03,14,1784,0.4288,0.0135,0.8038,2.0957,40,40,36,0.9444,0.0556,1.665,0.5556,0.001934,8,0.0,
qbHi6X4mJzs4RSJyVMy3947xF72ot3urG5oEFkcpump,liqctl,1788486107.0,0.51955,middle,2109.0,144987.54,34,19538,0.5218,0.0067,0.9833,0.4727,40,11,7,0.8571,0.2857,0.9527,0.0,0.101227,6,0.0,
AGWi5TMt914WwHKJicrgSiiqMFVsFGDdPfdBBGySpump,liqctl,1788486107.0,0.10529999999999995,middle,780.0,63901.83,32,22360,0.5822,0.0078,0.9918,1.9826,40,5,3,1.0,0.3333,0.5336,0.0,0.0111,3,0.0,
2ezdFs8GwqxxQCVFUAWEzYBKVnGVHskd1kthJASipump,liqctl,1788486945.0,-0.38234999999999997,middle,1318.0,152348.16,40,0,,,,,,,,,,,,,,,window beyond page cap
45p6Ah2NinRvj76tDhisF1RpeNTees4KDv97hgd7pump,wait120,1788488085.0,-0.5075000000000001,middle,336.0,33624.33,4,2623,0.5852,0.0175,0.8296,0.8946,40,38,23,0.913,0.087,1.656,0.3043,0.061945,8,0.25,
D7ipxLVNRLYjp33t8aih5cWzTVeobK8cgPNV9ePgpT5q,liqctl,1788488440.0,-0.02080000000000004,middle,1647.0,35736.54,10,3791,0.2097,0.0106,0.9815,0.5419,40,40,21,0.8571,0.1429,3.4798,0.9524,0.01,8,0.0,
5aw3kJj7Qa8foSkwhNZjLGTwb3UVBzj9QYqcMyQkpump,launchctl,1788489698.0,-0.02510000000000001,middle,493.0,48449.77,5,4700,0.8119,0.0234,0.9228,2.121,40,32,17,0.9412,0.1176,1.0972,0.1176,0.30353,8,0.0,
4V72ov6YG2taNb1jdRQ8XQ9KSDDWbL189afUsJKnnH4L,surge,1788489698.0,0.3550500000000001,middle,946.0,146824.93,12,2795,0.3202,0.0129,0.7342,1.1663,40,40,34,1.0,0.0294,2.5489,0.7647,0.002271,8,0.0,
4XpnXEQCdk9W9RsZ549sZUF7G1azTUwmdDKnN4sjpump,launchctl,1788490762.0,-0.43210000000000004,middle,443.0,29593.17,6,4472,0.8301,0.1127,0.9428,0.6619,40,29,20,1.0,0.05,1.5186,0.4,0.253671,8,0.0,
5TiPtwDZ9968VAG7WHq7Yy6nHcqn2fLYF3M6DFm8pump,surge,1788491070.0,0.13044999999999995,middle,1718.0,66635.57,23,2155,0.0246,0.0032,0.2599,0.1923,40,40,33,0.9394,0.0909,1.8793,0.2727,0.042193,8,0.875,
CzMkHANv5DoT4wviAf42JyTnhoqkqxUY57Xyqpmqpump,liqctl,1788491070.0,-0.025800000000000045,middle,745.0,137261.44,4,2111,0.2302,0.0137,0.7366,0.5894,40,40,17,0.9412,0.1176,1.2381,0.2353,0.151861,8,0.0,
4dNAfMerrAqjCBHrBRuhdGpMf3rcaiXokssBmSspVdvG,surge,1788491939.0,-0.88595,middle,385.0,3652.17,1,554,0.0018,0.009,0.0162,0.5634,40,40,32,0.9375,0.0625,1.4338,0.6875,0.001887,8,0.0,
8e5xDhWnd3mCLn43rqZJbW1k7VG2qqkWUzaaiFsfpump,launchctl,1788492663.0,-0.1279,middle,626.0,133459.87,4,1368,0.1367,0.0227,0.7493,0.8299,40,39,9,1.0,0.1111,1.721,0.0,1.620866,8,0.0,
2RxLo1w3FthtQaZe2zboAtAiC5U7L7SPaYLaUVmipump,liqctl,1788492955.0,0.12175000000000002,middle,387.0,72094.05,4,1285,0.1377,0.0109,0.4226,0.7476,40,35,22,0.9091,0.0909,0.8696,0.0,1.200062,8,0.0,
jtJpeNYaBxkBfbvoPFo4nEWuPYFUBAqZa7NUuUZpump,liqctl,1788492955.0,0.2784,middle,768.0,34719.34,10,6952,0.5177,0.0332,0.889,0.5527,40,17,12,1.0,0.0833,1.6081,0.0,0.301892,8,0.0,
BXFH5tTDHyw35SvXSiUsuDy346zKv5LwV8we9QLApump,surge,1788493590.0,0.014100000000000001,middle,870.0,2802.91,11,1229,0.0,0.0057,0.5386,0.5141,40,40,34,0.5882,0.0882,2.1103,0.9118,0.0049,8,0.0,
AFbr3YMP4MHUC5oPJzLYvNNVDAwrc4g5ahq2HGmceA4e,surge,1788494654.0,0.18805000000000005,middle,627.0,100089.85,12,3110,0.3736,0.0071,0.8322,1.3203,40,40,31,0.9677,0.0645,2.1592,0.7097,0.001926,8,0.0,
JBrzNDUrpovsi7FSUR17pxcajoN5XAxK1dMDNwuKbamf,liqctl,1788494654.0,-0.32620000000000005,middle,639.0,43629.83,40,0,,,,,,,,,,,,,,,window beyond page cap
9o28ArBUGntPSKfkL6eU2c3csyAUsyTnb8mnWHNPzCCY,surge,1788495550.0,0.79765,middle,997.0,119472.72,11,1478,0.3863,0.0108,0.5487,1.7082,40,40,35,0.9714,0.0571,2.0337,0.6286,0.002306,8,0.0,
BqxDuUjQ8DHBnqDHwfknozufqaRdkWTrPx5zT7Vgo5Wq,surge,1788495945.0,-0.8398,middle,367.0,5096.09,2,439,0.0068,0.0228,0.0979,0.7575,40,40,34,1.0,0.0294,5.0938,0.6765,0.002128,8,0.0,
2hfJc9i2FaRB7z8wGbMKF37v1sdWQDJRpDt6d1gxpump,surgeliq,1788495945.0,-0.003049999999999997,middle,360.0,36048.14,10,441,0.0023,0.0476,0.0884,0.6785,40,33,28,1.0,0.0357,0.977,0.0,0.505394,8,1.0,
DpyDVnzsaJq8DHvumCPPnMHwXQ9PxR7C3AsqeARhpump,launchctl,1788496640.0,0.057050000000000045,middle,1076.0,4612.4,20,1311,0.029,0.0145,0.5149,0.4816,40,40,29,0.8276,0.069,3.8719,0.8276,0.0056,8,0.0,
Fxf2XpY4rFzvALjUZdg1UqLQbLQz2bXcnVtnoPkacMYX,surge,1788498553.0,0.10824999999999996,middle,1706.0,176282.27,14,2677,0.359,0.0082,0.7508,1.5155,40,40,38,1.0,0.0263,3.1866,0.8421,0.002223,8,0.0,
7mxsEusonh3oqphN5cR2dC3zk21wVCzX1PPR6hAvynBA,surge,1788499271.0,0.50505,middle,814.0,23892.91,9,1439,0.1376,0.0069,0.0424,0.3471,40,40,33,1.0,0.0303,1.9997,0.7576,0.001928,8,0.0,
62tx1jAPbuu9NyAjyJkkZVLZdqKn6zbW9Cc9FXC9pump,surge,1788501503.0,0.025150000000000006,middle,720.0,206891.94,40,0,,,,,,,,,,,,,,,window beyond page cap
6i6ewsf4KPhA9ArCcY46NYx1yqX56AhMfwfebtCo8rS1,surge,1788501503.0,-0.83355,middle,376.0,4506.71,2,899,0.1557,0.0122,0.2036,0.8381,40,40,28,0.9643,0.0714,2.2754,0.75,0.002104,8,0.0,
FxnYKg6ps2GR2KkYyV7FEHBvpP1CxhmdymokL5La6FZv,surge,1788502483.0,-0.833,middle,490.0,5267.45,2,810,0.1407,0.0074,0.1531,0.7276,40,40,28,1.0,0.0357,2.2139,0.8214,0.002096,8,0.0,
9DiUMUVnTzSJEWk1owCTUKY8XPrwPqkF8pQZdtQmqmEj,liqctl,1788502483.0,-0.15300000000000002,middle,765.0,96861.16,16,1877,0.4987,0.0144,0.9414,6.5163,40,40,23,0.9565,0.087,1.153,0.3043,0.105568,8,0.0,
2momHuq32QrGiwzVdcsNLaiUSw1oSaCRs3UMk2LXRUDL,liqctl,1788502483.0,0.5122500000000001,middle,1020.0,244477.47,17,3301,0.4117,0.0076,0.8346,1.3936,40,40,21,0.9524,0.0952,1.0022,0.381,1.03822,8,0.0,
zii5wYXFJHpmeaWczh46M6mzPH9esfj2jYS5VYmpump,surge,1788504083.0,-0.003950000000000009,middle,2168.0,716.88,35,4393,0.0109,0.0114,0.7803,0.3042,40,40,18,1.0,0.0556,0.1567,1.0,0.002308,8,0.0,
